cast,Number_MoviesShows,score
David Avery,1,31.0
David Bowie,1,20.0
David Duchovny,1,81.0
David Foster,1,65.0
David Gallagher,1,29.0
David Gyasi,1,64.0
David Ingram,1,29.0
David Kross,1,47.0
David Morse,1,54.0
David Niven,1,57.0
David Oyelowo,2,60.5
David Spade,2,61.5
David Tennant,3,59.333333333333336
David Thorpe,1,37.0
David Wall,1,23.0
Dawn Boldrin,1,49.0
Dawn French,1,33.0
DeRay Davis,1,22.0
Dean Ambrose,1,49.0
Dean Cain,1,21.0
Dean Jones,2,50.5
Debbie Allen,1,13.0
Debbie Reynolds,1,7.0
Debby Ryan,3,58.333333333333336
Debi Derryberry,1,63.0
Debra Winger,1,27.0
Dee Baker,1,59.0
Dee Wallace,1,35.0
Deems Taylor,1,84.0
Deepa Sahi,1,24.0
Deepika Padukone,1,66.0
Delroy Lindo,1,74.0
Demet Akbağ,1,23.0
Demet Evgar,1,41.0
Demetri Martin,2,53.0
Demi Lovato,2,60.0
Demi Moore,1,40.0
Demián Bichir,2,42.5
Denis Leary,1,32.0
Dennis Quaid,1,54.0
Denzel Washington,2,74.0
Derek Cecil,1,24.0
Derek Jacobi,1,79.0
Derek Phillips,1,81.0
Derren Brown,2,38.5
Desiree Burch,1,54.0
Desiree Hall,1,35.0
Devika Bhise,1,50.0
Devon Terrell,1,62.0
Dewey Martin,1,17.0
Dhanush,3,42.0
Dharmendra,1,61.0
Dhruv Vikram,1,13.0
Dian Sastrowardoyo,2,24.0
Diana Kaarina,1,64.0
Diana Rigg,1,28.0
Diana Silvers,1,57.0
Diana Torres,1,68.0
Diane Keaton,1,68.0
Diane Kruger,1,52.0
Diane Lane,1,73.0
Dick Miller,1,60.0
Dick Van Dyke,1,69.0
Diego Luna,1,77.0
Diego Ramos,1,50.0
Dilan Çiçek Deniz,1,36.0
Diljit Dosanjh,3,32.333333333333336
Dimitri 'Vegas' Thivaios,1,48.0
Dinesh Ravi,1,38.0
Diogo Morgado,1,46.0
Djédjé Apali,1,11.0
Dolly Parton,1,51.0
Dolph Lundgren,5,31.2
Domhnall Gleeson,1,83.0
Dominic Cooper,1,41.0
Dominic Purcell,5,41.6
Dominic Rains,1,28.0
Dominique Swain,1,6.0
"Don ""The Dragon"" Wilson",1,19.0
Don Cheadle,1,66.0
Don Wilson,1,15.0
Donald Glover,1,67.0
Donald Reignoux,1,29.0
Donald Trump,1,45.0
Dong-hwi Lee,1,20.0
Donnie Yen,6,61.833333333333336
Dora Luz,1,68.0
Dorothy Lamour,1,44.0
Doug Stanhope,2,31.5
Douglas Henshall,1,9.0
Douglas Smith,1,34.0
Dove Cameron,1,68.0
Dr. Anatoly Sagalevitch,1,66.0
Dr. Deepak Chopra,1,50.0
Drew Barrymore,1,65.0
Drew Casson,1,25.0
Drew Fontiero,1,42.0
Dries Van Noten,1,15.0
Duncan Trussell,1,83.0
Dustin Hoffman,3,80.0
Dwayne Johnson,1,67.0
Dyan Cannon,1,56.0
Dylan Duffus,1,20.0
Dylan Minnette,1,27.0
Dylan O'Brien,1,56.0
Dylan Sprouse,1,12.0
Déborah Lukumuena,1,76.0
Earl Holliman,1,18.0
Ed Harris,2,56.0
Ed Helms,1,38.0
Ed Skrein,1,40.0
Eddie Fischer,1,34.0
Eddie Garcia,1,30.0
Eddie Griffin,1,73.0
Eddie Hall,1,30.0
Eddie Izzard,3,36.0
Eddie Marsan,1,81.0
Eddie McClintock,1,14.0
Eddie Murphy,4,57.0
Edgar Bergen,1,63.0
Edmond O'Brien,1,65.0
Eduardo Noriega,1,54.0
Edvin Ryding,1,90.0
Edward Arnold,1,46.0
Edward Asner,1,56.0
Edward Burns,1,41.0
Edward Fox,1,48.0
Edward Furlong,1,8.0
Edward Norton,1,81.0
Ehan Bhat,1,17.0
Eileen Atkins,1,79.0
Ekin Cheng,1,22.0
Elijah Wood,3,81.0
Elio Germano,1,72.0
Eliza Coupe,1,27.0
Eliza Taylor,1,56.0
Elizabeth Banks,1,41.0
Elizabeth Daily,1,61.0
Elizabeth Taylor,1,83.0
Elle Alexander,1,14.0
Elle Fanning,1,65.0
Ellen DeGeneres,1,48.0
Ellen Page,2,64.5
Ellie Kemper,1,34.0
Elon Musk,1,12.0
Elvira Camarrone,1,39.0
Elvire Emanuelle,1,72.0
Elvis Presley,3,44.0
Emile Hirsch,5,52.0
Emily Goss,1,21.0
Emily Killian,1,5.0
Emily VanCamp,1,59.0
Emily Watson,1,73.0
Emir Kusturica,1,9.0
Emir Mahira,1,9.0
Emma Roberts,2,58.0
Emma Stone,1,75.0
Emma Thompson,2,73.0
Emmy Perry,1,25.0
Emraan Hashmi,3,38.666666666666664
Enrique Bunbury,1,37.0
Enrique Gil,1,24.0
Eoin Macken,1,52.0
Eric André,1,69.0
Eric Bana,1,44.0
Eric Bauza,1,36.0
Eric Roberts,5,45.6
Erica Lindbeck,1,50.0
Erik Bloomquist,1,22.0
Erik von Detten,1,59.0
Erika Linder,1,48.0
Erin Kelly,1,59.0
Eriq La Salle,1,10.0
Esben Smed,1,65.0
Esmé Creed-Miles,1,74.0
Este Haim,1,77.0
Ester Expósito,1,58.0
Ethan Flower,1,16.0
Ethan Hawke,1,64.0
Ethan Peck,1,35.0
Eugene Mirman,1,13.0
Eugenia Suárez,1,36.0
Eugenie Liu,1,42.0
Eugenio Derbez,1,70.0
Eva Green,1,61.0
Eva Swan,1,36.0
Evan Rachel Wood,2,48.0
Evelin Hagoel,1,77.0
Evelyn Preer,1,57.0
Evgeniy Leonov,1,73.0
Ewan McGregor,3,58.333333333333336
Eyad Nassar,1,25.0
Ezra Miller,1,54.0
Fabrizio Copano,1,8.0
Fahadh Faasil,4,52.0
Faisal Al Dokhei,1,18.0
Fan Bingbing,1,69.0
Farah Shaer,1,20.0
Fardeen Khan,2,17.5
Farhan Akhtar,3,52.666666666666664
Farooq Shaikh,1,30.0
Fary,1,22.0
Fatima Sana Shaikh,1,55.0
Fawad Khan,1,35.0
Fedor Fedotov,1,66.0
Felicity Jones,1,69.0
Felipe Castanhari,1,31.0
Ferenc Lengyel,1,27.0
Fernanda Andrade,1,30.0
Fernando Mendonça,1,33.0
Fernando Rey,1,85.0
Fess Parker,1,45.0
Finn Jones,1,55.0
Finn Wittrock,1,26.0
Finnegan Oldfield,1,45.0
Fionn Whitehead,1,64.0
Flavia Bechara,1,19.0
Flavio Medina,1,8.0
Florence Pugh,1,76.0
Ford Kiernan,1,18.0
Forest Whitaker,1,71.0
Fortune Feimster,1,32.0
Frances O'Connor,1,74.0
Francesc Orella,1,88.0
Francesco Pannofino,1,22.0
Francisca Lozano,1,18.0
Frank Grillo,2,56.5
Frank Lammers,1,69.0
Frank Welker,2,33.5
Fred Astaire,1,62.0
Fred Beckey,1,38.0
Fred MacMurray,1,65.0
Fred Savage,1,19.0
Fred Shields,1,59.0
Fred Ward,1,56.0
Freddie Highmore,1,69.0
Funda Eryiğit,1,42.0
G. V. Prakash Kumar,1,45.0
Gabi Lopes,2,56.5
Gabriel Leone,1,62.0
Gabriel Mann,1,6.0
Gabrielle Anwar,1,71.0
Gad Elmaleh,3,36.666666666666664
Gading Marten,1,16.0
Gage Golightly,1,36.0
Gang Dong-won,1,50.0
Garland Scott,1,18.0
Gary Cooper,4,59.25
Gary Daniels,1,5.0
Gary Dourdan,1,9.0
Gary King,1,13.0
Gary Oldman,1,51.0
Gary Valentine,1,14.0
Gaurav Pandey,1,18.0
Gavin Lewis,1,13.0
Gay Talese,1,64.0
Geoffrey Rush,1,65.0
George Clooney,4,59.75
George Lopez,1,48.0
Georgeos Diaz-Montexano,1,21.0
Georges Khabbaz,1,33.0
Georgie Henley,2,68.5
Gerald Anderson,1,8.0
Gerald Mohr,1,37.0
Gerard Butler,2,49.5
Geza Rohig,1,44.0
Gideon Adlon,1,74.0
Gijs Scholten van Aschat,1,35.0
Gil Bellows,1,43.0
Gillian Jacobs,1,53.0
Gina Carano,1,62.0
Gina Rodriguez,1,28.0
Gina Yashere,1,2.0
Ginnifer Goodwin,1,82.0
Gino Anthony Pesi,1,51.0
Giovana Cordeiro,1,43.0
Giovanna Ewbank,1,24.0
Giovanni Arce,1,11.0
Gippy Grewal,2,20.0
Giuseppe Dave Seke,1,45.0
Glenda Jackson,1,61.0
Glenn Plummer,1,12.0
Gloria Allred,1,57.0
Go A-ra,1,47.0
Go Ara,1,44.0
Go Ayano,1,59.0
Gonzalo Delgado,1,25.0
Gordon Lightfoot,1,36.0
Gordon Liu,1,47.0
Gordon Ramsay,1,54.0
Govinda,1,24.0
Grace Kelly,1,52.0
Grace Zabriskie,1,7.0
Graham Greene,1,17.0
Graham Phillips,1,34.0
Grant Bardsley,1,62.0
Grant Bowler,2,17.5
Greer Grammer,1,35.0
Greg Ayres,1,60.0
Greg Chun,1,57.0
Greg Cipes,1,40.0
Greg Grunberg,1,40.0
Greg Kinnear,2,36.0
Gregorio Duvivier,1,46.0
Gregory Hines,1,14.0
Gregory Peck,2,58.0
Greta Gregory,1,17.0
Grey Griffin,1,42.0
Griffin Gluck,1,63.0
Grzegorz Damięcki,1,67.0
Guillaume Canet,1,68.0
Guillaume Laurin,1,66.0
Gulshan Devaiah,1,31.0
Gunnar Sizemore,1,36.0
Gunter Ziegler,1,4.0
Guri Alfi,1,42.0
Guru Somasundaram,1,36.0
Gustavo Caputo,1,10.0
Gustavo Egelhaaf,1,19.0
Gustavo Sánchez Parra,1,58.0
Guy Williams,1,20.0
Gwei Lun-mei,1,47.0
Gérard Depardieu,2,37.0
Güler Ökten,1,47.0
Ha-neul Kang,1,77.0
Hae-soo Park,1,72.0
Hafsia Herzi,1,34.0
Haifa Wehbe,1,6.0
Hailee Steinfeld,2,62.5
Hairul Azreen,2,23.5
Haley Lu Richardson,1,68.0
Halle Berry,1,38.0
Hallee Hirsh,1,39.0
Hamdy Ahmed,1,48.0
Hameed Sheikh,1,15.0
Han Ji-min,1,76.0
Hani Furstenberg,1,59.0
Hank Azaria,1,44.0
Hannah Emily Anderson,1,62.0
Hannah Fierman,1,19.0
Hannah Gadsby,1,76.0
Hannibal Buress,1,56.0
Hans Conried,1,62.0
Hans Zimmer,1,78.0
Harland Williams,1,19.0
Harold Evans,1,43.0
Harrison Ford,3,63.0
Harry Styles,1,68.0
Harshvardhan Kapoor,2,44.5
Haruka Fukuhara,1,58.0
Haruka Shiraishi,1,66.0
Harvey Keitel,2,42.5
Haven Paschall,1,29.0
Hayden Christensen,3,44.666666666666664
Hayden Panettiere,1,39.0
Hayley Atwell,1,78.0
Hayley Lovitt,1,15.0
Hayley Mills,1,67.0
Hedi Bouchenafa,1,19.0
Hedy Lamarr,2,47.5
Heidi Toini,1,29.0
Helen McCory,1,41.0
Helen Mirren,5,62.8
Helena Zengel,1,83.0
Henriette Confurius,1,75.0
Henry Cavill,2,61.5
Henry Fonda,2,80.0
Henry Golding,1,50.0
Henry Goodman,1,13.0
Henry O,1,68.0
Henry Rollins,1,68.0
Henry Thomas,1,48.0
Herbert Aptheker,1,14.0
Herbert Marshall,1,23.0
Hermione Corfield,1,62.0
Hernán Cattáneo,1,58.0
Hesham Maged,1,19.0
Hilarie Burton,1,38.0
Hilary Duff,2,36.5
Hilary Swank,2,63.5
Himesh Reshammiya,1,10.0
Hippolyte Girardot,1,19.0
Hiroki Suzuki,1,83.0
Hiyori Kon,1,28.0
Holly Fields,1,39.0
Holly Hunter,3,69.33333333333333
Holly Taylor,1,24.0
Hong Bum-ki,2,20.0
Hrithik Roshan,4,61.75
Huang Lei,1,27.0
Hugh Bonneville,1,65.0
Hugh Grant,1,80.0
Hugh Jackman,2,67.0
Hugo Silva,1,37.0
Huma Qureshi,1,46.0
Humphrey Bogart,1,81.0
Hwang Jung-eum,1,60.0
Hyun Bin,2,73.0
Ia Shugliashvili,1,82.0
Ian Tracey,1,32.0
Ian Ziering,2,42.5
Ida Engvoll,1,68.0
Ido Port,1,30.0
Idris Elba,2,71.0
Iggy Pop,1,75.0
Ignacia Allamand,1,51.0
Ignacio Serricchio,1,48.0
Igor Petrenko,1,28.0
Iliza Shlesinger,1,64.0
Imad Creidi,1,39.0
Imanol Arias,1,52.0
Ime Bishop Umoh,1,59.0
Imogen Bailey,1,59.0
Imogen Poots,1,54.0
Imran Khan,2,41.5
India Eisley,1,50.0
Indira Andrewin,1,39.0
Indira Varma,1,59.0
Indrajith Sukumaran,1,20.0
Ine Marie Wilmann,1,58.0
Ingrid Bolsø Berdal,1,40.0
Inma Cuesta,1,70.0
Ioan Gruffudd,2,47.0
Iqbaal Ramadhan,2,26.5
Irene Bedard,2,54.0
Irene Wan,1,10.0
Iria del Río,1,14.0
Iris Apfel,1,77.0
Irrfan Khan,6,54.0
Isaac W. Jay,1,53.0
Isabela Moner,1,57.0
Isabela Souza,1,30.0
Isla Fisher,1,53.0
Issey Takahashi,1,31.0
Itzhak Perlman,1,75.0
Ivana Baquero,2,55.0
Izabela Rose,1,45.0
J. Edward Bromberg,1,3.0
J.R. Sawyers,1,45.0
Ja Rule,1,45.0
Jace Chapman,1,56.0
Jack Ashford,1,63.0
Jack Black,2,53.0
Jack Buetel,1,44.0
Jack Cutmore-Scott,1,59.0
Jack De Sena,1,9.0
Jack Fisher,1,66.0
Jack Nicholson,2,55.5
Jack Whitehall,1,40.0
Jackie Chan,5,50.8
Jackie Collins,1,33.0
Jackie Shroff,2,19.5
Jacky Cheung,1,19.0
Jacob Buster,1,9.0
Jacob Elordi,1,51.0
Jacqueline Fernandez,2,32.0
Jacqueline Toboni,1,28.0
Jacques Yves Cousteau,1,77.0
Jade Pettyjohn,1,40.0
Jaden Smith,1,56.0
Jaeden Martell,1,64.0
Jahi Di'Allo Winston,1,74.0
Jai,1,8.0
Jai Courtney,1,62.0
Jaime Winstone,1,78.0
Jake Beale,1,23.0
Jake Bickelhaupt,1,32.0
Jake Choi,1,70.0
Jake Gyllenhaal,3,58.666666666666664
Jake Johnson,2,56.0
Jakob Dylan,1,75.0
Jaleel White,1,47.0
James Ashcroft,1,34.0
James Badge Dale,2,65.0
James Brolin,1,61.0
James Caan,5,39.2
James Cameron,1,52.0
James Caviezel,1,46.0
James Corden,1,60.0
James Cromwell,2,57.0
James Dean,1,84.0
James Franco,3,52.666666666666664
James Gandolfini,1,56.0
James Garner,2,24.0
James LeGros,1,62.0
James Marsden,2,40.5
James Marsters,1,17.0
James McAvoy,3,64.33333333333333
James Naughton,1,10.0
James Norton,1,73.0
James Oliver Wheatley,1,64.0
James Purefoy,2,42.5
James Ransone,1,31.0
James Rolleston,2,61.0
James Russo,1,11.0
James Stewart,1,16.0
James Taylor,1,49.0
Jamie Bamber,1,15.0
Jamie Chung,2,55.5
Jamie Croft,1,23.0
Jamie Curtis,1,68.0
Jamie Dornan,1,70.0
Jamie Foxx,2,70.0
Jamie Hector,1,8.0
Jana Kramer,1,31.0
Jana McKinnon,1,48.0
Janae Marie Kroczaleski,1,50.0
Jandino Asporaat,1,28.0
Jane Fonda,1,54.0
Jane Turner,1,32.0
Jane Wyman,1,21.0
Jang Hyuk,1,47.0
Jang Ki-yong,1,44.0
Janhvi Kapoor,2,50.0
Jared Kusnitz,1,57.0
Jared Padalecki,1,47.0
Jasen Wade,1,15.0
Jason Alexander,1,40.0
Jason Connery,1,26.0
Jason Day,1,45.0
Jason Dolley,2,47.5
Jason Flemyng,2,61.5
Jason Lee,3,46.0
Jason Momoa,1,45.0
Jason Patric,2,34.5
Jason Ritter,1,51.0
Jason Robards,1,8.0
Jason Schwartzman,2,49.5
Jason Segel,1,65.0
Jason Statham,1,70.0
Jason Sudeikis,1,69.0
Jason Tobias,1,24.0
Jason Weaver,1,19.0
Javed Sheikh,1,13.0
Javier Rey,1,71.0
Jay Baruchel,1,81.0
Jay Mohr,1,28.0
Jay Reeves,1,69.0
Jayaprakash Radhakrishnan,1,21.0
Jayasurya,2,20.0
Jazsmin Lewis,1,19.0
Jean Claude Van Damme,1,55.0
Jean Parker,1,7.0
Jean-Claude Ballard,1,68.0
Jean-Claude Van Damme,2,40.5
Jean-Paul Ly,1,42.0
Jeanie Roberts,1,32.0
Jeanine Mason,1,67.0
Jed Ress,1,6.0
Jeff Bridges,5,68.0
Jeff Daniels,4,59.75
Jeff Dunham,4,41.0
Jeff Garlin,1,48.0
Jeff Goldblum,2,51.0
Jeff Ross,1,21.0
Jeffrey Dean Morgan,1,60.0
Jeffrey Hollender,1,34.0
Jeffrey Wright,2,61.0
Jen Kirkman,1,56.0
Jena Malone,1,54.0
Jeni Courtney,1,79.0
Jenna Kanell,1,56.0
Jennifer Aniston,2,50.5
Jennifer Beals,1,25.0
Jennifer Connelly,1,77.0
Jennifer Garner,2,49.0
Jennifer Hale,1,44.0
Jennifer Lopez,1,45.0
Jennifer Love Hewitt,1,56.0
Jenny Slate,1,74.0
Jeremy Irons,1,75.0
Jeremy Piven,1,33.0
Jeremy Ray Taylor,1,55.0
Jeremy Renner,3,75.33333333333333
Jeremy Scott,1,16.0
Jeremy Shinder,1,41.0
Jeremy Sisto,1,47.0
Jerry Garcia,1,34.0
Jerry Seinfeld,1,71.0
Jerry Springer,1,36.0
Jess Weixler,1,59.0
Jesse Carere,1,27.0
Jesse Eisenberg,1,52.0
Jesse Metcalfe,1,42.0
Jesse Plemons,1,73.0
Jessica Alba,2,48.5
Jessica Biel,1,47.0
Jessica Chastain,3,62.666666666666664
Jessica De Gouw,1,62.0
Jessica Lange,1,70.0
Jessica Madsen,1,35.0
Jessica McNamee,1,19.0
Jessica Mila,1,30.0
Jessica Paré,1,36.0
Jessica Williams,1,69.0
Jessie Buckley,1,53.0
Jesús Mosquera,1,55.0
Jesús Zavala,1,33.0
Jet Li,3,53.333333333333336
Jhansi,1,25.0
Ji Jin-hee,1,60.0
Ji Sung,1,44.0
Ji-hu Park,1,82.0
Jill Clayburgh,1,11.0
Jim Belushi,1,50.0
Jim Carrey,1,59.0
Jim Caviezel,1,52.0
Jim Cummings,4,67.75
Jim Gaffigan,4,52.75
Jim Henson,2,74.0
Jim Jefferies,2,72.0
Jim Parsons,2,55.0
Jim Rash,1,47.0
Jim Sturgess,1,43.0
Jim Varney,1,51.0
Jimi Hendrix,1,39.0
Jimmie Fails,1,82.0
Jimmy Carr,1,53.0
Jimmy Levar,1,28.0
Jimmy Wong,1,71.0
Jing Boran,1,57.0
Jing Hu,1,42.0
Jiro Ono,1,82.0
Jitendra Kumar,1,80.0
Jo Koy,1,37.0
JoAnna Garcia Swisher,1,74.0
Joan Blondell,1,53.0
Joan Collins,1,17.0
Joan Didion,1,77.0
Joanna Vanderham,1,73.0
Joanne Froggatt,2,49.0
Joaquin Phoenix,3,72.66666666666667
Jodie Foster,2,66.0
Joe Dinicol,1,65.0
Joe Manganiello,1,62.0
Joe Mantegna,1,50.0
Joe Rogan,1,67.0
Joe Taslim,1,74.0
Joel Courtney,2,40.0
Joel Edgerton,1,52.0
Joel McCrea,1,17.0
Joel Tobeck,1,34.0
Joey King,4,50.25
Joey Lauren Adams,1,13.0
Joey Lawrence,1,38.0
Johan Cruyff,1,27.0
John Abraham,7,48.714285714285715
John Adams,2,37.5
John Astin,1,16.0
John Boyega,1,60.0
John Brynes,1,60.0
John C. Reilly,2,59.0
John Cho,1,70.0
John Cleese,3,54.333333333333336
John Connors,1,53.0
John Cusack,3,57.0
John David Washington,1,50.0
John Diehl,1,11.0
John Goodman,3,65.66666666666667
John Hurt,1,16.0
John Krasinski,2,72.0
John Larroquette,1,25.0
John Leguizamo,1,17.0
John Lennon,1,48.0
John Lloyd Cruz,3,26.333333333333332
John Malkovich,1,59.0
John Malkovick,1,55.0
John McLeish,1,43.0
John Mulaney,1,72.0
John Rhys-Davies,1,16.0
John Ritter,2,37.0
John Rutland,1,16.0
John Savage,1,42.0
John Schwab,1,27.0
John Stamos,2,50.5
John Travolta,7,56.42857142857143
John Wayne,8,37.875
Johnny Depp,6,64.83333333333333
Johnny Knoxville,1,40.0
Johnny Messner,1,16.0
Johnny Simmons,1,55.0
Jon Cryer,1,56.0
Jon Favreau,1,76.0
Jon Lindstrom,1,16.0
Jon Michael Hill,1,72.0
Jon Plazaola,1,25.0
Jonah Hill,3,69.0
Jonathan Lipnicki,1,39.0
Jonathan Mangum,1,17.0
Jonathan Patrick Moore,1,32.0
Joni Eareckson Tada,1,14.0
Jonny Lee Miller,1,13.0
Joo Won,1,20.0
Joong-hoon Park,1,11.0
Jordan Dulieu,1,29.0
Jordon Hodges,1,13.0
Jorge A. Jiménez,1,33.0
Jorge García,1,66.0
Jorge Perugorría,1,19.0
Joseph Chang,1,34.0
Joseph Cortese,1,42.0
Joseph Gordon-Levitt,3,68.0
Joseph Mazzello,1,53.0
Joseph Millson,1,48.0
Joseph Morgan,1,38.0
Joseph Stam,1,80.0
Josephine Langford,1,43.0
Josh Brener,1,15.0
Josh Brolin,2,62.0
Josh Charles,1,40.0
Josh Duhamel,2,64.5
Josh Gad,3,61.0
Josh Hamilton,1,68.0
Josh Hartnett,1,79.0
Josh Lucas,1,69.0
Josh McConville,1,24.0
Josh McDermitt,1,24.0
Josh Peck,2,37.0
Josh Zuckerman,1,56.0
Joshua Bassett,1,26.0
Joshua J. Ballard,1,75.0
Joshua Jackson,1,40.0
Joshua Sasse,1,80.0
Josie Davis,1,9.0
José Carlos Ruiz,1,44.0
José Coronado,1,64.0
Juan Pablo Urrego,1,37.0
Juan Paiva,1,42.0
Judah Friedlander,1,47.0
Judd Apatow,1,49.0
Judi Dench,2,68.5
Judith Light,1,21.0
Jules Wojciechowski,1,48.0
Julia Dietze,1,51.0
Julia Roberts,1,63.0
Julian Barratt,1,67.0
Juliana Harkavy,1,65.0
Julianne Moore,2,33.5
Julie Andrews,1,82.0
Julie Benz,1,39.0
Julie Harris,1,39.0
Julie Walters,1,37.0
Julián Villagrán,1,43.0
Junchen Guo,1,36.0
Jung Da-eun,1,12.0
Jung Eun-ji,1,64.0
Jung Yu-mi,2,42.5
Jung-min Hwang,1,70.0
Junior Béjar Roca,1,64.0
Justin Clarke Samuel,1,15.0
Justin Deeley,1,25.0
Justin Long,2,54.0
Jyothika,2,22.0
Jyotika,1,33.0
Jürgen Vogel,1,56.0
K.J. Apa,1,46.0
KATHRYN NEWTON,1,67.0
Kabby Borders,1,26.0
Kainaz Motivala,1,21.0
Kaitlyn Maher,1,14.0
Kajol,1,27.0
Kalidas Jayaram,1,40.0
Kamil Polnsiak,1,43.0
Kanan Gill,1,19.0
Kandace Kale,1,11.0
Kandido Uranga,1,67.0
Kane Hodder,1,17.0
Kang Hye-jung,1,22.0
Kang In-soo,1,44.0
Kang Quintus,1,14.0
Kang-ho Song,2,75.0
Kangana Ranaut,2,45.5
Kaniehtiio Horn,1,59.0
Kanon Tani,1,68.0
Kaoru Kobayashi,1,55.0
Kappei Yamaguchi,1,83.0
Karan Kundra,1,20.0
Kareena Kapoor,1,31.0
Karen Allen,1,48.0
Karen Black,1,21.0
Karen Gillan,2,59.5
Karina Gidi,1,31.0
Karisma Kapoor,1,36.0
Karissa Lee Staples,1,20.0
Karissa Strain,1,10.0
Karol Sevilla,1,47.0
Karole Rocher,1,37.0
Karthi,2,25.0
Kartik Aaryan,1,51.0
Karuna Banerjee,1,79.0
Kasia Smutniak,1,7.0
Kat Graham,3,49.333333333333336
Katarzyna Al Abbas,1,19.0
Katarzyna Sawczuk,1,32.0
Kate Beckinsale,2,48.0
Kate Bosworth,1,61.0
Kate Dorning,1,35.0
Kate Higgins,1,40.0
Kate Hudson,1,46.0
Kate Jackson,1,6.0
Kate Lyn Sheil,1,25.0
Kate Nhung,1,11.0
Kate Winslet,2,60.5
Kate del Castillo,1,56.0
Katee Sackhoff,1,42.0
Katherine Heigl,3,58.666666666666664
Katherine McNamara,1,45.0
Katherine Ryan,3,52.0
Kathleen Madigan,1,35.0
Kathleen Quinlan,1,15.0
Kathleen Wilhoite,1,41.0
Kathryn Bernardo,3,41.666666666666664
Kathy Murphy,1,26.0
Katie Aselton,1,47.0
Katie Cassidy,2,17.0
Katie Couric,1,13.0
Katie Holmes,4,47.25
Katja Herbers,1,82.0
Katja Riemann,1,6.0
Katlyn Carlson,1,18.0
Katrina Kaif,1,69.0
Kay Kay Menon,1,17.0
Kaya Scodelario,1,71.0
Kaylin Price,1,49.0
Keanu Reeves,8,59.375
Keean Johnson,1,66.0
Keeley Fawcett,1,18.0
Keifer Sykes,1,33.0
Keith Coogan,1,31.0
Kelley Gates,1,20.0
Kelli Berglund,1,29.0
Kelly Blatz,1,24.0
Kelly Macdonald,1,72.0
Kelly McCormack,1,47.0
Kelly Preston,1,63.0
Kelly Sheridan,2,60.5
Kelsey Grammer,1,64.0
Kenan Thompson,1,53.0
Kenan İmirzalıoğlu,1,72.0
Kendall Ryan Sanders,1,34.0
Kendall Schmidt,1,51.0
Kengo Kawanishi,2,57.0
Kenny Wormald,1,50.0
Kensho Ono,2,43.0
Kerem Bürsin,1,37.0
Keri Russell,1,53.0
Kerr Smith,1,37.0
Kerrie Hayes,1,15.0
Kerry Washington,1,52.0
Keun-suk Jang,1,35.0
Kevin Bacon,2,67.0
Kevin Clash,1,77.0
Kevin Costner,3,68.33333333333333
Kevin Hart,4,62.0
Kevin James,2,35.0
Kevin Jonas,1,44.0
Kevin Makely,1,44.0
Kevin McCarthy,1,82.0
Kevin Sorbo,1,13.0
Kevin Spacey,2,73.0
Khaled Saleh,1,28.0
Khalil Everage,1,77.0
Khalil Ramos,1,28.0
Kheiron,2,46.5
Kiara Advani,1,14.0
Kiefer Sutherland,1,48.0
Kiersey Clemons,1,65.0
Killer Mike,1,45.0
Kim Adis,1,63.0
Kim Cattrall,2,42.5
Kim Hye-soo,1,28.0
Kim Hye-su,1,86.0
Kim Sang-kyung,1,32.0
Kim Soo-hyun,1,86.0
Kim Tae-hee,1,50.0
Kimberly Brown,2,63.0
Kimberly Elise,1,60.0
Kimberly Williams-Paisley,1,40.0
Kimberly-Sue Murray,1,31.0
Kimiko Glenn,1,65.0
Kip Andersen,1,80.0
Kippei Shiina,2,43.5
Kira Pozehl,1,22.0
Kirk Cameron,3,30.333333333333332
Kirk Douglas,1,43.0
Kirsten Dunst,1,58.0
Kirsten Wiig,1,73.0
Kirstie Alley,1,15.0
Kitana Turnbull,1,11.0
Ko Kyung-pyo,1,22.0
Kodi Smit-McPhee,2,70.0
Koena Mitra,1,12.0
Kofi Siriboe,1,43.0
Kohei Amasaki,1,71.0
Koji Higashino,1,20.0
Koko Anglo,1,24.0
Kong Hyo-jin,1,66.0
Konstantin Khabenskiy,1,30.0
Kouki Uchiyama,1,79.0
Kris Kristofferson,2,25.0
Krisha Fairchild,1,78.0
Krissy Perez,1,20.0
Kristen Bell,3,66.33333333333333
Kristen Stewart,3,56.0
Kristen Vaganos,1,41.0
Kristoffer Polaha,1,29.0
Kristy Swanson,3,24.0
Kriti Sanon,2,49.5
Krrish Chhabria,1,59.0
Krzysztof Stroiński,1,17.0
Kunal Kapoor,2,20.0
Kunchacko Boban,1,62.0
Kurt Russell,4,58.5
Kurt Sorge,1,17.0
Kwaku Adu-Poku,1,8.0
Ky-Mani Marley,1,52.0
Kyla Pratt,1,39.0
Kyle Gallner,2,51.0
Kyung-ho Jung,1,40.0
Kôjirô Hongô,2,37.5
La Terremoto de Alcorcón,1,15.0
LaKeith Stanfield,1,67.0
Lacey Chabert,1,29.0
Lady Gaga,1,73.0
Laila Lockhart Kraner,1,12.0
Lambit Ulfsak,1,81.0
Lamis Ammar,1,70.0
Lana Baric,1,29.0
Lana Condor,1,59.0
Lance E. Nichols,1,34.0
Lannick Gautry,1,53.0
Larenz Tate,2,53.5
Larissa Galagher,1,57.0
Larissa Manoela,1,48.0
Larry Casey,1,4.0
Lau Ching Wan,1,19.0
Laura Bailey,2,59.5
